Coin,Name,Symbol,PCoin,PPrice,Trend_4H,CBuy,CSell,WaveCountUp,WaveCountDown,WaveCountUpAfterD,WaveCountDownAfterD,Upper,Lower,AUp,ADown,BUp,BDown,CUp,CDown,DUp,DDown,MSBuy,MSSell,LastState,LastAPriceAfterD,DownPrice,UpPrice,LPrice
ICX,ICX/USDT,icxusdt,4,4,0,0.3394,0.625,1,2,1,1,0.3769,0.341,0.3296,0.416,0.416,0.3296,0.3296,0.3969,0.7078,0.7078,True,False,1,0.416,0.3296,0.3769,0.3565
USDT,USDT/RUB,usdtrub,1,2,2,0.0,0.0,0,0,0,0,68.5,58.41,61.38,61.38,10061.48,-9940.71,61.38,61.38,61.38,61.38,False,False,0,0.0,58.41,67.0,59.28
REVV,REVV/USDT,revvusdt,4,6,1,0.0,0.047889,1,2,1,0,0.029954,0.026966,0.026525,0.047889,10000.02754,0.026525,0.063447,0.047889,0.082632,0.082632,False,False,1,0.026525,0.026525,0.029954,0.02769
BAGS,BAGS/USDT,bagsusdt,4,4,2,0.0,0.0,0,1,0,0,1.9596,1.0,3.0133,3.1064,10001.4541,-9996.8228,3.1801,3.1801,3.1801,3.1801,False,False,0,0.0,1.0,3.1064,1.286
ONT,ONT/USDT,ontusdt,4,4,0,0.2373,0.5526,2,1,1,1,0.2711,0.2586,0.2481,0.2855,0.2851,0.2481,0.2481,0.2855,0.4915,0.4915,True,True,0,0.3001,0.2586,0.2851,0.2684
HIVE,HIVE/USDT,hiveusdt,2,4,2,0.4734,0.7838,2,1,1,1,0.4912,0.4558,0.4473,0.5041,0.5041,0.4473,0.4734,0.5041,0.8413,0.8413,False,True,0,0.5719,0.4558,0.5041,0.474
FLOKI,FLOKI/USDT,flokiusdt,2,8,1,0.0,1.74e-05,0,1,0,1,1.203e-05,6.3e-06,1.31e-05,1.74e-05,10000.00000972,1.31e-05,2.765e-05,1.74e-05,2.765e-05,2.765e-05,False,False,0,3.178e-05,6.3e-06,1.74e-05,9.65e-06
FIL*3,FIL*3/USDT,fil3lusdt,4,9,2,0.000299,0.000431,0,1,1,1,1.9e-05,8e-06,0.000299,0.000358,10000.000010365,-9999.999681,0.000299,0.000331,0.000401,0.000401,False,False,0,0.000358,8e-06,0.000358,1.0066e-05
WXT,WXT/USDT,wxtusdt,2,6,2,0.009798,0.011136,0,0,1,1,0.012213,0.007942,0.0089,0.011136,10000.009065,-9999.988358,0.009886,0.011136,0.007549,0.007549,False,False,1,0.0089,0.0089,0.012213,0.011642
JUMBO,JUMBO/USDT,jumbousdt,4,4,2,0.0,0.0,0,0,0,0,5.457,2.0,3.7211,3.7211,10003.3779,3.7211,3.7211,3.7211,3.7211,3.7211,False,False,1,0.0,2.0,5.457,3.2783
DOT*(-2),DOT*(-2)/USDT,dot2susdt,4,6,0,0.23369,0.226496,2,1,1,1,0.297068,0.297068,0.269684,0.313673,0.313673,0.269684,0.269684,0.313673,0.170918,0.170918,True,True,0,0.329132,0.297068,0.313673,0.297068
TRACE,TRACE/USDT,traceusdt,4,4,1,0.0,0.2247,0,1,0,0,0.0713,0.0612,0.172,0.2247,10000.0619,0.172,0.2061,0.2247,0.2061,0.2061,False,False,0,0.0,0.0612,0.2247,0.0619
IOST,IOST/USDT,iostusdt,4,6,1,0.0,0.021198,1,2,1,0,0.01921,0.015711,0.014087,0.021198,10000.017052,0.014087,0.027725,0.021198,0.027371,0.027371,False,False,1,0.014087,0.014087,0.01921,0.016733
ACA,ACA/USDT,acausdt,4,4,1,0.0,0.421,0,1,0,0,0.413,0.358,0.3646,0.421,10000.3734,0.3646,0.3903,0.421,1.3893,1.3893,False,False,0,0.3646,0.358,0.421,0.3635
AUCTION,AUCTION/USDT,auctionusdt,4,4,0,4.7463,10.4453,1,0,1,0,7.4921,5.6379,4.7463,6.0847,6.0847,-9993.799,4.7463,6.0847,12.8067,12.8067,False,False,1,3.7285,4.7463,7.4921,6.201
TUSD,TUSD/USDT,tusdusdt,4,4,2,0.0,0.0,0,1,0,0,1.0123,0.9982,0.9998,1.0576,10001.0,-9998.997,0.9998,0.9998,0.9998,0.9998,False,False,0,0.0,0.9982,1.0576,1.0013
IOTA,IOTA/USDT,iotausdt,4,4,2,0.339,0.5612,2,1,1,1,0.3409,0.3096,0.3172,0.3493,0.3493,0.3172,0.339,0.3493,0.6318,0.6318,False,True,0,0.3978,0.3096,0.3493,0.3221
ICP,ICP/USDT,icpusdt,4,2,1,0.0,8.76,2,1,1,1,8.38,7.54,7.29,8.46,8.46,7.29,7.99,8.46,16.2,16.2,False,True,0,7.29,7.54,8.46,7.8
DCR,DCR/USDT,dcrusdt,4,4,0,31.8454,51.3253,1,0,1,0,43.8818,32.6596,31.8454,38.593,38.593,-9961.6315,31.8454,38.593,76.0009,76.0009,False,False,1,28.6176,31.8454,43.8818,37.9573
HBAR,HBAR/USDT,hbarusdt,2,6,0,0.096085,0.104868,1,0,1,0,0.106776,0.09782,0.096085,0.105039,0.105039,-9999.89739,0.096085,0.105039,0.185921,0.185921,False,False,1,0.110452,0.096085,0.106776,0.100211
WTC,WTC/USDT,wtcusdt,4,4,0,0.1616,0.1612,1,2,1,1,0.2268,0.1993,0.1942,0.295,0.295,0.1942,0.1942,0.1612,0.4271,0.4271,True,False,1,0.295,0.1942,0.2268,0.201
MULTI,MULTI/USDT,multiusdt,4,4,1,8.9814,8.9502,0,1,0,1,6.1596,5.6756,6.453,8.9502,10006.1167,6.453,9.0008,8.9502,11.5188,11.5188,False,False,0,6.453,5.6756,8.9502,5.8491
RANKER,RANKER/USDT,rankerusdt,4,6,2,0.0,0.010681,1,0,1,0,0.02664,0.01241,0.008003,0.010681,10000.0086,-9999.98759,0.02557,0.010681,0.029925,0.029925,False,False,1,0.008003,0.008003,0.02664,0.014801
HIT,HIT/USDT,hitusdt,4,8,1,1.904e-05,1.898e-05,1,2,1,1,1.297e-05,8.14e-06,5.9e-06,1.898e-05,10000.00000717,5.9e-06,1.707e-05,1.898e-05,1.902e-05,1.902e-05,False,False,1,5.9e-06,5.9e-06,1.297e-05,8.42e-06
INDI,INDI/USDT,indiusdt,4,4,0,0.2206,0.2404,2,1,1,1,0.2339,0.2339,0.2206,0.2393,0.2393,-9999.7613,0.2206,0.2214,0.2007,0.2007,False,False,0,0.2393,0.2339,0.2393,0.2339
GNX,GNX/USDT,gnxusdt,2,6,1,0.0,0.009959,2,1,1,0,0.007567,0.004905,0.003441,0.007677,0.007677,0.003441,0.011696,0.007677,0.012863,0.012863,False,True,0,0.003441,0.004905,0.007677,0.005361
UNI,UNI/USDT,uniusdt,4,4,1,0.0,8.1052,1,2,1,1,5.5476,4.603,3.7189,8.1052,10004.7699,3.7189,8.9728,8.1052,8.9728,8.9728,False,False,1,3.7189,3.7189,5.5476,5.2055
PLU,PLU/USDT,pluusdt,4,4,2,0.0,9.2209,2,1,1,1,9.2743,9.0799,8.6779,9.7209,9.7209,-9990.6071,9.0383,9.2209,7.2068,7.2068,False,False,0,8.6779,9.0799,9.7209,9.2146
MTA,MTA/USDT,mtausdt,4,4,1,0.0,0.2327,2,1,1,1,0.1427,0.1352,0.1336,0.1565,0.1565,0.1336,0.1336,0.1565,0.3914,0.3914,True,True,0,0.1155,0.1352,0.1565,0.1377
TOKE,TOKE/USDT,tokeusdt,4,4,2,0.0,0.0,0,1,0,0,4.9975,4.4032,11.2033,11.99,10004.5685,11.2033,11.2033,11.2033,11.2033,11.2033,False,False,0,0.0,4.4032,11.99,4.5636
GRT,GRT/USDT,grtusdt,4,6,1,0.332646,0.184506,0,1,0,1,0.16589,0.145284,0.168088,0.184506,10000.155034,0.168088,0.168088,0.184506,0.341723,0.341723,False,False,0,0.143859,0.145284,0.184506,0.152796
TALK,TALK/USDT,talkusdt,4,6,1,0.0,0.463949,1,2,1,0,0.25,0.148431,0.121953,0.463949,10000.151253,0.121953,0.396757,0.463949,0.391063,0.391063,False,False,1,0.121953,0.121953,0.25,0.182431
NULS,NULS/USDT,nulsusdt,2,4,0,0.1511,0.3189,1,0,1,0,0.2874,0.1749,0.1511,0.1811,0.1811,-9999.7972,0.1511,0.1811,0.446,0.446,False,False,1,0.1352,0.1513,0.2874,0.2101
SMCW,SMCW/USDT,smcwusdt,4,4,2,0.0896,0.0691,1,0,1,1,0.076,0.064,0.0632,0.0691,10000.0649,-9999.9305,0.0649,0.0691,0.1197,0.1197,False,False,1,0.0632,0.0632,0.076,0.0663
STN,STN/USDT,stnusdt,2,4,2,0.0309,0.0327,0,1,1,1,0.0307,0.0306,0.0309,0.0332,10000.0306,-9999.9668,0.0309,0.033,0.0509,0.0509,False,False,0,0.0332,0.0306,0.0332,0.0306
KSM,KSM/USDT,ksmusdt,3,4,1,0.0,132.109,1,2,1,2,89.156,66.3403,62.028,132.109,10071.885,62.028,161.2646,132.109,161.2646,161.2646,False,False,1,62.028,62.028,89.156,74.4408
NEAR,NEAR/USDT,nearusdt,2,4,1,0.0,11.6808,0,1,0,1,8.7938,5.2569,9.8584,11.6808,10005.9475,9.8584,9.8584,11.6808,14.9987,14.9987,False,False,0,10.0853,5.2569,11.6808,5.8194
SUKU,SUKU/USDT,sukuusdt,4,4,2,0.0,0.1069,1,2,1,0,0.1534,0.1153,0.1077,0.1432,0.1432,0.1077,0.1077,0.1069,0.2122,0.2122,True,False,1,0.0867,0.1077,0.1534,0.1197
BOSON,BOSON/USDT,bosonusdt,4,4,1,0.0,0.5907,1,2,1,0,0.4084,0.3698,0.3627,0.5454,0.5454,0.3627,0.3627,0.5454,0.6788,0.6788,True,True,1,0.2812,0.3627,0.4084,0.395
COMP,COMP/USDT,compusdt,6,2,1,0.0,75.47,0,1,0,0,69.12,61.32,65.87,75.47,10067.24,65.87,65.87,75.47,136.0,136.0,False,False,0,53.55,61.32,75.47,66.63
PEARL,PEARL/USDT,pearlusdt,6,2,1,22.54,18.25,0,2,1,1,15.87,9.33,10.0,18.25,10011.47,10.0,20.71,18.25,23.03,23.03,False,False,1,10.0,10.0,15.87,11.38
CHR,CHR/USDT,chrusdt,2,6,2,0.0,0.243916,2,1,1,2,0.224469,0.202037,0.19113,0.227291,0.227291,0.19113,0.19113,0.227291,0.389904,0.389904,True,True,0,0.196167,0.202037,0.227291,0.217929
VPAD,VPAD/USDT,vpadusdt,4,4,1,0.0,0.275,0,1,0,0,0.2196,0.1953,0.2207,0.275,10000.2041,0.2279,0.2207,0.275,0.2877,0.2877,False,False,0,0.1715,0.1953,0.275,0.2041
HOLO,HOLO/USDT,holousdt,4,6,2,0.002506,0.002992,2,1,1,1,0.002501,0.002452,0.00242,0.002501,0.002501,0.00242,0.002506,0.002501,0.004591,0.004591,False,True,0,0.002899,0.002452,0.002501,0.002452
WIN,WIN/USDT,winusdt,2,8,1,0.00023913,0.00025842,0,1,0,1,0.0001833,0.00013074,0.00023521,0.00025842,10000.00014231,0.00023521,0.00023521,0.00025842,0.00027723,0.00027723,False,False,0,0.00026568,0.00013074,0.00025842,0.00014159
CEEK,CEEK/USDT,ceekusdt,4,4,1,0.0,0.465,1,2,1,1,0.214,0.1422,0.1095,0.465,10000.1556,0.1095,0.4553,0.465,0.4553,0.4553,False,False,1,0.1095,0.1095,0.214,0.176
ANT,ANT/USDT,antusdt,2,4,0,1.5025,3.6824,2,1,1,1,1.9536,1.8438,1.5025,2.0535,2.0535,-9998.1066,1.5025,1.853,4.0804,4.0804,False,False,0,2.0535,1.8438,2.0535,1.8747
XRP*3,XRP*3/USDT,xrp3lusdt,4,8,2,0.0025,0.002944,0,1,1,1,0.001422,0.00038,0.0025,0.003307,10000.000556,-9999.996897,0.0025,0.002943,0.004949,0.004949,False,False,0,0.003307,0.00038,0.003307,0.000547
DKA,DKA/USDT,dkausdt,2,6,1,0.076201,0.067847,0,1,0,1,0.062067,0.034809,0.05549,0.067847,10000.050454,0.05549,0.076201,0.067847,0.088281,0.088281,False,False,0,0.08569,0.034809,0.067847,0.050336
CSPR,CSPR/USDT,csprusdt,1,4,2,0.0,0.0,1,2,0,0,0.045,0.0329,0.03,0.0811,10000.035,0.03,0.074,0.074,0.074,0.074,False,False,1,0.0,0.03,0.045,0.0388
MXC,MXC/USDT,mxcusdt,2,6,2,0.068561,0.078834,2,1,1,1,0.087,0.078574,0.071991,0.088752,0.088752,-9999.915666,0.073068,0.078834,0.101598,0.101598,False,False,0,0.071991,0.078574,0.088752,0.083896
ACT,ACT/USDT,actusdt,2,6,2,0.0,0.0,1,2,0,0,0.00364,0.002801,0.002309,0.004363,10000.00274,0.002309,0.005734,0.005734,0.005734,0.005734,False,False,1,0.0,0.002309,0.00364,0.00312
FITFI,FITFI/USDT,fitfiusdt,4,6,1,0.0,0.708567,1,2,1,2,0.324997,0.168978,0.078,0.708567,10000.121862,0.078,0.55,0.708567,0.247615,0.247615,False,False,1,0.078,0.078,0.324997,0.186289
XLM,XLM/USDT,xlmusdt,4,6,1,0.0,0.187608,2,1,1,1,0.134185,0.123,0.104051,0.145356,0.145356,0.104051,0.177716,0.145356,0.193463,0.193463,False,True,0,0.104051,0.123,0.145356,0.127479
XTM,XTM/USDT,xtmusdt,4,4,1,0.1114,0.1192,0,1,0,1,0.0643,0.0434,0.1001,0.1192,10000.0643,0.1001,0.1114,0.1192,0.1323,0.1323,False,False,0,0.1238,0.0434,0.1192,0.0562
STARLY,STARLY/USDT,starlyusdt,4,4,2,0.0,0.3283,1,0,1,1,0.5022,0.4167,0.1737,0.3665,10000.2479,-9999.543,0.437,0.3283,0.4667,0.4667,False,False,1,0.2933,0.1737,0.5022,0.485
FSN,FSN/USDT,fsnusdt,4,4,2,0.0,0.4504,1,2,1,0,0.3113,0.284,0.2836,0.3473,0.3473,0.2836,0.2836,0.3473,0.4396,0.4396,True,True,1,0.3359,0.2836,0.3113,0.3008
CNNS,CNNS/USDT,cnnsusdt,2,6,1,0.000182,0.000282,1,2,1,1,0.00028,0.000242,0.00019,0.000282,10000.000201,0.00019,0.000205,0.000282,0.000706,0.000706,False,False,1,0.00019,0.00019,0.00028,0.000278
PRQ,PRQ/USDT,prqusdt,4,4,0,0.0996,0.1827,1,2,1,1,0.152,0.1165,0.1143,0.18,0.18,0.1143,0.1143,0.1146,0.2984,0.2984,True,False,1,0.18,0.1143,0.152,0.1187
FIRO,FIRO/USDT,firousdt,4,4,0,1.4764,2.419,2,0,1,0,2.0891,1.5321,1.4764,1.7228,1.7228,-9998.2533,1.4764,1.7228,3.3548,3.3548,False,False,0,1.1005,1.5321,1.7228,1.7704
STG,STG/USDT,stgusdt,4,4,1,0.0,0.9771,0,1,0,1,0.8948,0.5324,0.8758,0.9771,10000.6308,0.8758,0.8758,0.9771,1.922,1.922,False,False,0,1.2009,0.5324,0.9771,0.6209
SEELE,SEELE/USDT,seeleusdt,2,6,0,0.006801,0.0,1,0,0,0,0.007536,0.007175,0.006801,0.00735,0.00735,-9999.992807,0.006801,0.00735,0.007287,0.007287,False,False,1,0.007496,0.006801,0.007536,0.007402
XDEFI,XDEFI/USDT,xdefiusdt,4,4,1,0.0,0.8027,0,1,0,0,0.4435,0.2279,0.6876,0.8027,10000.2392,0.6876,1.001,0.8027,1.001,1.001,False,False,0,0.6876,0.2279,0.7999,0.2386
MASK,MASK/USDT,maskusdt,4,4,0,1.5487,4.4835,1,0,1,0,2.1291,1.8019,1.5487,1.9051,1.9051,-9998.1002,1.5487,1.9051,4.0046,4.0046,False,False,1,1.2722,1.5487,2.1291,1.9195
PLY,PLY/USDT,plyusdt,4,6,2,0.0,0.0,0,1,0,0,0.005596,0.001319,0.016819,0.071,10000.002931,0.016819,0.016819,0.016819,0.016819,0.016819,False,False,0,0.0,0.001319,0.071,0.002721
BBF,BBF/USDT,bbfusdt,4,4,2,0.0,0.0,0,0,0,0,35.2,22.1661,30.9672,30.9672,10028.4982,30.9672,30.9672,30.9672,30.9672,30.9672,False,False,1,0.0,22.1661,35.2,27.2028
HPT,HPT/USDT,hptusdt,4,6,2,0.0,0.0,0,0,0,0,0.002154,0.002,0.002001,0.002002,10000.002008,-9999.998,0.002002,0.002002,0.002002,0.002002,False,False,1,0.0,0.002001,0.002154,0.002003
NEST,NEST/USDT,nestusdt,2,5,2,0.02655,0.0,1,2,0,1,0.03414,0.03249,0.03129,0.03426,0.03426,0.03129,0.03129,0.03426,0.02817,0.02817,True,True,1,0.03358,0.03129,0.03414,0.034
OGO,OGO/USDT,ogousdt,2,6,2,0.0,0.0,2,1,0,1,0.000881,0.000558,0.000491,0.000772,0.000748,0.000491,0.001168,0.000772,0.001168,0.001168,False,True,0,0.001249,0.000558,0.000748,0.000685
DOCK,DOCK/USDT,dockusdt,2,6,2,0.030736,0.038387,1,2,1,1,0.022784,0.018268,0.017491,0.022247,0.022247,0.017491,0.017491,0.022247,0.033771,0.033771,True,True,1,0.033582,0.017491,0.022784,0.020582
SOS,SOS/USDT,sosusdt,2,8,1,0.0,7.2e-07,1,2,1,0,4.5e-07,2.8e-07,2.1e-07,7.2e-07,10000.0000003,2.1e-07,6.1e-07,7.2e-07,1.25e-06,1.25e-06,False,False,1,2.1e-07,2.1e-07,4.5e-07,3.8e-07
NEXO,NEXO/USDT,nexousdt,2,4,1,0.0,2.32,1,2,1,0,1.4249,1.2151,0.9157,2.32,10001.2738,0.9157,2.2596,2.32,2.2596,2.2596,False,False,1,0.9157,0.9157,1.4249,1.3082
RUFF,RUFF/USDT,ruffusdt,4,6,0,0.00046,0.000608,1,0,1,0,0.000598,0.000539,0.00046,0.000565,0.000565,-9999.999433,0.00046,0.000565,0.001099,0.001099,False,False,1,0.00044,0.00046,0.000598,0.000583
MONO,MONO/USDT,monousdt,4,4,1,0.6874,0.6367,1,2,1,1,0.5003,0.4998,0.4608,0.6367,10000.4675,0.4608,0.6874,0.6367,0.8091,0.8091,False,False,1,0.4608,0.4608,0.5003,0.5003
OMG,OMG/USDT,omgusdt,4,4,1,0.0,3.3916,2,1,1,2,2.5618,2.2362,2.282,2.6674,2.6674,2.3043,2.282,2.6674,4.3943,4.3943,True,True,0,1.9177,2.2362,2.6674,2.4596
NSURE,NSURE/USDT,nsureusdt,4,4,1,0.0,0.0341,0,1,0,0,0.032,0.0156,0.0303,0.0341,10000.0224,0.0303,0.0303,0.0341,0.049,0.049,False,False,0,0.0,0.0156,0.0341,0.0215
DOT,DOT/USDT,dotusdt,4,4,2,9.7614,12.4454,2,1,1,1,10.1566,9.4433,9.2241,10.406,10.406,9.2241,9.7614,10.406,17.4322,17.4322,False,True,0,11.8568,9.4433,10.406,9.772
EGLD,EGLD/USDT,egldusdt,4,4,1,0.0,140.6327,2,1,1,1,93.0816,86.4214,87.4468,94.8748,94.8748,87.4468,87.4468,94.8748,147.7426,147.7426,True,True,0,71.9685,86.4214,94.8748,91.1876
ENS,ENS/USDT,ensusdt,4,4,0,10.0507,19.8989,1,0,1,0,13.6991,11.8389,10.0507,12.9695,12.9695,-9987.4055,10.0507,12.9695,13.4203,13.4203,False,False,1,7.3712,10.0507,13.6991,12.953
TLM,TLM/USDT,tlmusdt,4,6,0,0.031108,0.062977,1,2,1,1,0.035493,0.032139,0.031093,0.03807,0.03807,0.031093,0.031093,0.036275,0.092441,0.092441,True,False,1,0.03807,0.031093,0.035493,0.034024
BOO,BOO/USDT,boousdt,4,4,2,0.0,4.8,1,0,1,0,5.4999,2.1201,1.29,4.8,10002.2,-9995.3392,4.8654,4.8,9.5182,9.5182,False,False,1,1.29,1.29,5.4999,4.2211
XMX,XMX/USDT,xmxusdt,2,8,2,0.0,2.302e-05,1,0,1,0,2.9e-05,1.819e-05,1.339e-05,2.302e-05,10000.00001679,-9999.99997854,4.2e-05,2.302e-05,4.2e-05,4.2e-05,False,False,1,1.339e-05,1.339e-05,2.9e-05,1.886e-05
SLC,SLC/USDT,slcusdt,2,6,1,0.568463,0.133867,0,1,0,1,0.112526,0.110572,0.123243,0.133867,10000.112526,0.123243,0.568463,0.133867,0.509766,0.509766,False,False,0,0.123243,0.110572,0.133867,0.111583
BIT,BIT/USDT,bitusdt,4,4,1,0.0,0.8518,0,1,0,2,0.8199,0.7803,0.833,0.8518,10000.8052,0.833,0.8371,0.8518,1.1828,1.1828,False,False,0,0.833,0.7803,0.8518,0.8052
EGT,EGT/USDT,egtusdt,2,6,0,0.000243,0.000561,1,0,1,0,0.000536,0.000271,0.000243,0.000308,0.000308,-9999.999688,0.000243,0.000308,0.00065,0.00065,False,False,1,0.000325,0.000243,0.000536,0.000323
LTC*(-3),LTC*(-3)/USDT,ltc3susdt,4,10,1,1.0672e-06,3.0256e-06,2,1,1,1,2.4963e-06,1.9223e-06,1.9961e-06,2.8849e-06,2.8849e-06,1.9961e-06,2.2853e-06,2.8849e-06,1.0874e-06,1.0874e-06,False,True,0,1.9961e-06,1.9223e-06,2.8849e-06,2.2488e-06
WICC,WICC/USDT,wiccusdt,4,4,1,0.0,0.1172,1,2,1,1,0.0818,0.0716,0.0657,0.0856,0.0856,0.0657,0.0657,0.0856,0.1318,0.1318,True,True,1,0.059,0.0657,0.0818,0.0738
TINC,TINC/USDT,tincusdt,4,4,2,0.0,0.0,0,0,0,0,0.99,0.5234,0.6691,0.6691,10000.6777,-9999.3299,0.6691,0.6691,0.6691,0.6691,False,False,1,0.0,0.5234,0.99,0.676
XEC,XEC/USDT,xecusdt,2,8,1,7.095e-05,6.243e-05,2,1,1,1,4.789e-05,4.347e-05,3.839e-05,5.033e-05,5.033e-05,3.839e-05,3.839e-05,5.033e-05,8.526e-05,8.526e-05,True,True,0,2.568e-05,4.347e-05,5.033e-05,4.539e-05
SWRV,SWRV/USDT,swrvusdt,4,4,0,0.0454,0.1261,1,2,1,1,0.0687,0.0591,0.0579,0.0761,0.0761,0.0579,0.0579,0.0643,0.1965,0.1965,True,False,1,0.0761,0.0579,0.0687,0.062
BULL,BULL/USDT,bullusdt,2,6,2,0.0,0.034686,2,1,1,0,0.049,0.012052,0.011002,0.05,0.05,0.011002,0.061099,0.05,0.061099,0.061099,False,True,0,0.026958,0.012052,0.05,0.021642
DOT*2,DOT*2/USDT,dot2lusdt,4,4,2,0.5238,1.0243,2,1,1,1,0.4678,0.4092,0.3898,0.4885,0.4885,0.3898,0.5238,0.4885,2.1674,2.1674,False,True,0,0.6404,0.4092,0.4885,0.43
UNIC,UNIC/USDT,unicusdt,4,4,0,10.4362,10.354,1,0,1,0,12.81,10.5063,10.4362,10.8154,10.8154,-9988.9583,10.4362,10.8154,21.7515,21.7515,False,False,1,10.8192,10.4362,12.81,10.6202
WPCI,WPCI/USDT,wpciusdt,4,4,1,0.0,0.6852,2,1,1,1,0.4675,0.392,0.2711,0.4675,0.4149,0.2711,0.6505,0.4675,0.6505,0.6505,False,True,0,0.2711,0.392,0.4149,0.3929
NFT,NFT/USDT,nftusdt,0,10,0,7.198e-07,1.4596e-06,2,1,1,1,7.928e-07,7.562e-07,7.198e-07,7.871e-07,7.871e-07,-9999.9999992293,7.198e-07,7.781e-07,1.5641e-06,1.5641e-06,False,False,0,7.871e-07,7.562e-07,7.871e-07,7.735e-07
VOXEL,VOXEL/USDT,voxelusdt,4,4,1,0.0,0.8876,1,2,1,0,0.6858,0.5666,0.4948,0.7804,0.7804,0.4948,0.4948,0.7804,1.4012,1.4012,True,True,1,0.3316,0.4948,0.6858,0.5948
ATP,ATP/USDT,atpusdt,2,7,1,0.0,0.0003,1,2,1,1,0.0001701,0.000109,7.01e-05,0.0003,10000.0001105,7.01e-05,0.00025,0.0003,0.00025,0.00025,False,False,1,7.01e-05,7.01e-05,0.0001701,0.00012
ORBR,ORBR/USDT,orbrusdt,4,4,2,0.0,0.0,0,0,0,0,29.8379,18.1052,25.3662,25.3662,10021.1736,25.3662,25.3662,25.3662,25.3662,25.3662,False,False,1,0.0,18.1052,29.8379,20.98
