Coin,Name,Symbol,PCoin,PPrice,Trend_4H,CBuy,CSell,WaveCountUp,WaveCountDown,WaveCountUpAfterD,WaveCountDownAfterD,Upper,Lower,AUp,ADown,BUp,BDown,CUp,CDown,DUp,DDown,MSBuy,MSSell,LastState,LastAPriceAfterD,DownPrice,UpPrice,LPrice
RSR,RSR/USDT,rsrusdt,2,6,2,0.004256,0.010493,2,1,1,1,0.004651,0.004039,0.004093,0.00475,0.00475,0.004093,0.004256,0.00475,0.012732,0.012732,False,True,0,0.005169,0.004039,0.00475,0.004348
GT,GT/USDT,gtusdt,2,4,0,5.3587,6.4167,2,1,1,1,5.713,5.5072,5.4247,5.7151,5.7151,5.4247,5.4247,5.7151,6.3243,6.3243,True,True,0,5.7716,5.5072,5.7151,5.673
UUU,UUU/USDT,uuuusdt,2,8,2,4.3e-05,4.8e-05,0,0,1,1,5.368e-05,3.032e-05,2.3e-05,4.8e-05,10000.00002339,-9999.99996875,4.7e-05,4.8e-05,5e-05,5e-05,False,False,1,4.2e-05,2.3e-05,5.368e-05,3.276e-05
OCN,OCN/USDT,ocnusdt,4,8,0,8.33e-05,0.00017862,1,0,1,0,0.00014393,9.046e-05,8.33e-05,0.0001148,0.0001148,-9999.99988711,8.33e-05,0.0001148,0.00024062,0.00024062,False,False,1,8.502e-05,8.33e-05,0.00014393,0.00011504
NHBTC,NHBTC/USDT,nhbtcusdt,4,4,2,0.0,0.0,1,2,0,0,0.0325,0.0116,0.01,0.0329,10000.0173,0.01,0.0309,0.0309,0.0309,0.0309,False,False,1,0.0,0.01,0.0325,0.0188
RING,RING/USDT,ringusdt,2,6,1,0.0,0.015408,0,1,0,1,0.011181,0.00901,0.01376,0.015408,10000.009278,0.01376,0.01376,0.015408,0.016312,0.016312,False,False,0,0.012569,0.00901,0.015408,0.009161
WHALE,WHALE/USDT,whaleusdt,4,4,1,4.9655,3.4612,2,1,1,1,3.0674,2.8056,2.7034,3.3062,3.3062,2.7034,4.9655,3.3062,5.6026,5.6026,False,True,0,2.7034,2.8056,3.3062,2.8686
MU,MU/USDT,muusdt,4,6,2,0.0,0.0,0,0,0,0,0.124567,0.01,0.04092,0.04092,10000.032498,-9999.965942,0.04092,0.04092,0.04092,0.04092,False,False,1,0.0,0.01,0.124567,0.032273
CAN,CAN/USDT,canusdt,4,6,1,0.0,0.000924,0,1,0,0,0.000779,0.000396,0.000721,0.000924,10000.000551,0.000721,0.001357,0.000924,0.001357,0.001357,False,False,0,0.000721,0.000396,0.000924,0.000546
MANA,MANA/USDT,manausdt,2,4,1,0.0,1.6814,1,2,1,1,1.1608,1.0224,0.9776,1.3621,1.3621,0.9776,0.9776,1.3621,2.0027,2.0027,True,True,1,0.6297,0.9776,1.1608,1.083
IOTX,IOTX/USDT,iotxusdt,2,6,2,0.029975,0.033547,2,1,1,1,0.034187,0.031046,0.028085,0.03421,0.03421,-9999.967311,0.029975,0.033547,0.0688,0.0688,False,False,0,0.028085,0.031046,0.03421,0.033737
UTK,UTK/USDT,utkusdt,2,4,1,0.2049,0.2384,2,1,1,1,0.1411,0.1327,0.1241,0.1448,0.1448,0.1241,0.1241,0.1448,0.2258,0.2258,True,True,0,0.0919,0.1327,0.1448,0.1378
PEOPLE,PEOPLE/USDT,peopleusdt,4,6,1,0.0,0.045426,1,2,1,1,0.027654,0.022325,0.01021,0.045426,10000.017967,0.01021,0.046481,0.045426,0.046481,0.046481,False,False,1,0.01021,0.01021,0.027654,0.025117
MIR,MIR/USDT,mirusdt,4,4,1,0.0,1.0658,0,1,0,1,0.2161,0.199,1.0172,1.0658,10000.2083,1.0172,1.0172,1.0658,1.4532,1.4532,False,False,0,1.0022,0.199,1.0647,0.2011
TNB,TNB/USDT,tnbusdt,2,6,2,0.002966,0.0,0,0,0,0,0.003799,0.003566,0.002966,0.003248,10000.003091,-9999.996299,0.002966,0.002613,0.002613,0.002613,False,False,1,0.003248,0.002966,0.003799,0.003771
ADA,ADA/USDT,adausdt,4,6,1,0.76035,0.700978,2,1,1,1,0.54008,0.501717,0.491979,0.546983,0.546983,0.491979,0.491979,0.546983,0.888307,0.888307,True,True,0,0.402168,0.501717,0.546983,0.527978
STEEM,STEEM/USDT,steemusdt,4,4,1,0.0,0.4981,2,1,1,1,0.2801,0.2477,0.2342,0.2937,0.2937,0.2342,0.2342,0.2937,0.3214,0.3214,True,True,0,0.1862,0.2477,0.2937,0.263
GEAR,GEAR/USDT,gearusdt,4,4,2,0.0,0.0226,2,1,1,0,0.0276,0.0163,0.016,0.0277,0.0277,-9999.9735,0.0532,0.0226,0.0532,0.0532,False,False,0,0.0223,0.0163,0.0277,0.0257
XRP*(-3),XRP*(-3)/USDT,xrp3susdt,4,4,0,1.0864,1.1224,2,1,1,1,3.576,1.7176,1.0864,4.2748,4.2748,-9996.7427,1.0864,1.1224,0.6726,0.6726,False,False,0,4.2748,1.7176,4.2748,2.3628
YFI,YFI/USDT,yfiusdt,6,2,1,0.0,14853.65,2,1,1,1,9357.72,8911.09,8878.67,9901.67,9901.67,8878.67,17506.35,9901.67,18451.42,18451.42,False,True,0,8878.67,8911.09,9901.67,9045.78
SAND,SAND/USDT,sandusdt,4,6,1,2.082808,2.053281,0,1,0,1,1.535293,0.96231,1.876097,2.053281,10001.323949,1.876097,2.082808,2.053281,2.60867,2.60867,False,False,0,2.461096,0.96231,2.053281,1.293836
CRV,CRV/USDT,crvusdt,4,4,1,2.1737,1.518,0,1,0,1,1.2454,0.9926,1.2475,1.518,10001.1836,1.2478,1.2475,1.518,2.0915,2.0915,False,False,0,2.459,0.9926,1.518,1.1563
OXT,OXT/USDT,oxtusdt,4,4,0,0.1065,0.163,1,0,1,0,0.18,0.1189,0.1065,0.1244,0.1244,-9999.8722,0.1065,0.1244,0.2314,0.2314,False,False,1,0.0853,0.1065,0.18,0.1278
MX,MX/USDT,mxusdt,2,4,1,2.3936,2.4408,1,2,1,1,1.5842,1.4615,1.4469,1.6474,1.6474,1.4469,1.4469,1.6474,2.3984,2.3984,True,True,1,1.3141,1.4469,1.5842,1.5263
CTX,CTX/USDT,ctxusdt,4,4,1,5.996,5.5021,0,1,0,1,5.7221,2.7285,4.6407,5.5021,10004.0939,4.6407,4.6407,5.5021,6.0388,6.0388,False,False,0,4.5313,2.7285,5.4361,3.9436
NYM,NYM/USDT,nymusdt,4,4,1,0.0,0.8831,1,2,1,1,0.525,0.451,0.3971,0.5377,0.5377,0.3971,0.3971,0.5377,1.7169,1.7169,True,True,1,0.2762,0.3971,0.525,0.5082
CLV,CLV/USDT,clvusdt,4,4,2,0.1432,0.1485,2,1,1,1,0.1542,0.1382,0.1376,0.16,0.16,0.1376,0.1432,0.16,0.3301,0.3301,False,True,0,0.2109,0.1382,0.16,0.1431
ZIG,ZIG/USDT,zigusdt,4,6,2,0.014467,0.016353,1,0,1,1,0.021897,0.018326,0.0144,0.016353,10000.0144,-9999.980041,0.015318,0.016353,0.031876,0.031876,False,False,1,0.0144,0.0144,0.021897,0.02
GALA,GALA/USDT,galausdt,2,6,1,0.0,0.165719,0,1,0,1,0.108446,0.049342,0.120248,0.165719,10000.082735,0.120248,0.185652,0.165719,0.185652,0.185652,False,False,0,0.120248,0.049342,0.165719,0.081275
CKB,CKB/USDT,ckbusdt,2,6,1,0.00887,0.009097,2,1,1,1,0.005038,0.004773,0.004186,0.006324,0.006324,0.004186,0.008879,0.006324,0.010904,0.010904,False,True,0,0.004186,0.004773,0.006324,0.004888
TRAC,TRAC/USDT,tracusdt,4,4,2,0.0,0.3392,0,0,0,1,0.4073,0.2,0.26,0.3392,10000.2603,-9999.6783,0.583,0.3392,0.5245,0.5245,False,False,0,0.26,0.2,0.3392,0.3148
SFUND,SFUND/USDT,sfundusdt,4,4,2,0.0,0.0,0,0,0,0,1.8291,1.3598,1.71,1.71,10001.7499,-9998.3329,1.71,1.71,1.71,1.71,False,False,1,0.0,1.3598,1.8291,1.7234
FILDA,FILDA/USDT,fildausdt,2,6,1,0.0,0.012,1,2,1,0,0.009396,0.007101,0.007104,0.012,10000.007104,0.007104,0.0131,0.012,0.0131,0.0131,False,False,1,0.007104,0.007104,0.009396,0.0077
BTC*3,BTC*3/USDT,btc3lusdt,4,4,2,6.7444,8.6102,0,1,1,1,3.5,2.226,6.7444,8.1206,10002.8504,-9992.2753,6.7444,7.6368,7.8238,7.8238,False,False,0,8.1206,2.226,8.1206,2.7945
ARPA,ARPA/USDT,arpausdt,2,6,1,0.0,0.046103,1,2,1,1,0.037227,0.029533,0.023885,0.046103,10000.030189,0.023885,0.064904,0.046103,0.063536,0.063536,False,False,1,0.023885,0.023885,0.037227,0.032929
NUM,NUM/USDT,numusdt,4,4,2,0.0,0.0,1,2,0,0,0.1425,0.0907,0.089,0.3974,10000.1069,0.089,0.3564,0.3564,0.3564,0.3564,False,False,1,0.0,0.089,0.1425,0.0948
GOF,GOF/USDT,gofusdt,2,4,2,0.0,0.0,1,2,0,0,0.0708,0.0569,0.054,0.1597,10000.059,0.054,0.1213,0.1213,0.1213,0.1213,False,False,1,0.0,0.054,0.0708,0.0593
XRT,XRT/USDT,xrtusdt,4,4,1,9.1252,6.8391,0,1,0,1,4.667,3.3622,6.0286,6.8391,10004.5199,6.0286,9.1252,6.8391,10.1361,10.1361,False,False,0,6.0286,3.3622,6.8391,4.2818
DIA,DIA/USDT,diausdt,4,4,2,0.3019,0.3841,1,2,1,1,0.5812,0.5003,0.5003,1.2,1.2,0.5036,0.5003,0.3841,0.8508,0.8508,True,False,1,0.34,0.5036,0.5812,0.56
BTT,BTT/USDT,bttusdt,4,10,1,0.0,1.526e-06,2,1,1,2,1.1433e-06,1.075e-06,1.0704e-06,1.1516e-06,1.1516e-06,1.0704e-06,1.0704e-06,1.1516e-06,1.8579e-06,1.8579e-06,True,True,0,9.868e-07,1.075e-06,1.1516e-06,1.1007e-06
WOZX,WOZX/USDT,wozxusdt,4,4,1,0.0,0.1135,1,2,1,1,0.1161,0.1005,0.0851,0.1135,10000.1006,0.0851,0.0922,0.1135,0.1344,0.1344,False,False,1,0.0851,0.0851,0.1161,0.1089
SPRT,SPRT/USDT,sprtusdt,4,4,1,0.0,0.708,1,2,1,1,0.5197,0.4564,0.4683,0.5655,0.5655,0.4697,0.4683,0.5655,0.9373,0.9373,True,True,1,0.3005,0.4697,0.5197,0.498
QRDO,QRDO/USDT,qrdousdt,4,4,1,0.0,0.682,0,1,0,1,0.5756,0.5049,0.5913,0.682,10000.544,0.5913,0.5913,0.682,1.8429,1.8429,False,False,0,0.3412,0.5049,0.682,0.5216
AKRO,AKRO/USDT,akrousdt,2,5,1,0.00866,0.00398,1,2,1,1,0.00379,0.00333,0.00299,0.00398,10000.00342,0.00299,0.00372,0.00398,0.01047,0.01047,False,False,1,0.00299,0.00299,0.00379,0.0034
ATOM,ATOM/USDT,atomusdt,3,4,2,17.4496,22.3034,0,1,1,1,15.3129,8.5403,17.4496,20.3338,10011.1684,-9980.1188,17.4496,18.9914,22.874,22.874,False,False,0,20.3338,8.5403,20.3338,10.9033
REEF,REEF/USDT,reefusdt,4,6,1,0.0,0.006187,0,1,0,1,0.004907,0.002738,0.005132,0.006187,10000.004447,0.005132,0.008544,0.006187,0.008544,0.008544,False,False,0,0.005132,0.002738,0.006187,0.004312
IMX,IMX/USDT,imxusdt,4,4,2,1.4278,1.863,0,1,1,1,1.0895,0.6775,1.4278,1.8632,10000.8778,-9998.2345,1.4278,1.6058,1.6341,1.6341,False,False,0,1.8632,0.6775,1.8632,0.8595
LINK*(-3),LINK*(-3)/USDT,link3susdt,4,4,0,19.4997,30.1822,1,0,1,0,24.2116,19.6313,19.4997,22.2086,22.2086,-9977.6055,19.4997,22.2086,6.5183,6.5183,False,False,1,25.8531,19.4997,24.2116,21.3922
KNC,KNC/USDT,kncusdt,2,4,0,1.9796,1.7963,1,0,1,0,2.8465,2.3501,1.9796,2.3465,2.3465,-9997.5321,1.9796,1.7174,4.1426,4.1426,False,False,1,2.3465,1.9796,2.8465,2.4828
AIOZ,AIOZ/USDT,aiozusdt,4,4,0,0.0679,0.1523,1,0,1,0,0.1647,0.1135,0.0679,0.088,0.088,-9999.8865,0.0679,0.0773,0.1925,0.1925,False,False,1,0.088,0.0679,0.1647,0.1502
SNX,SNX/USDT,snxusdt,2,4,1,4.5127,3.783,0,1,0,1,3.1026,2.2054,3.1433,3.783,10002.574,3.1433,4.5127,3.783,4.8264,4.8264,False,False,0,3.1433,2.2054,3.783,2.5351
LITH,LITH/USDT,lithusdt,4,6,2,0.001815,0.00186,2,1,1,1,0.001991,0.001917,0.001766,0.002355,0.002355,-9999.997848,0.001815,0.001869,0.004087,0.004087,False,False,0,0.001961,0.001917,0.002355,0.001991
BAT,BAT/USDT,batusdt,2,4,1,0.0,0.4215,2,1,1,2,0.4061,0.3702,0.359,0.4091,0.4091,0.359,0.3819,0.4091,0.7281,0.7281,False,True,0,0.359,0.3702,0.4091,0.3814
RACA,RACA/USDT,racausdt,4,6,1,0.0,0.000867,1,2,1,1,0.000703,0.000512,0.000355,0.000867,10000.000431,0.000355,0.001693,0.000867,0.001693,0.001693,False,False,1,0.000355,0.000355,0.000703,0.000546
LOL,LOL/USDT,lolusdt,4,6,1,0.0,4.9e-05,1,2,1,0,4.8e-05,2e-05,2.1e-05,4.9e-05,10000.000027,2.1e-05,4.3e-05,4.9e-05,4.5e-05,4.5e-05,False,False,1,2.1e-05,2.1e-05,4.8e-05,2.7e-05
FUSE,FUSE/USDT,fuseusdt,4,4,1,0.0,0.2252,0,1,0,0,0.1596,0.1358,0.2009,0.2252,10000.1453,0.2009,0.3315,0.2252,0.3315,0.3315,False,False,0,0.2009,0.1358,0.2252,0.1437
SKU,SKU/USDT,skuusdt,4,6,2,0.0,0.031815,0,2,1,0,0.032339,0.028097,0.027043,0.035,10000.028118,0.027043,0.027043,0.031815,0.064945,0.064945,False,False,1,0.02,0.027043,0.032339,0.029348
C98,C98/USDT,c98usdt,4,4,1,0.0,1.2629,1,2,1,1,0.5608,0.4232,0.3437,1.2629,10000.4416,0.3437,1.429,1.2629,1.429,1.429,False,False,1,0.3437,0.3437,0.5608,0.5122
GCOIN,GCOIN/USDT,gcoinusdt,4,4,0,0.167,0.2548,1,2,1,1,0.1901,0.1901,0.1701,0.2223,0.2223,0.1701,0.1701,0.1604,0.6235,0.6235,True,False,1,0.2223,0.1701,0.1901,0.1901
BNB,BNB/USDT,bnbusdt,4,2,1,0.0,332.77,2,1,1,1,315.88,294.15,217.84,315.9,315.9,217.84,380.78,315.9,401.73,401.73,False,True,0,217.84,294.15,315.9,307.0
ITC,ITC/USDT,itcusdt,4,6,1,0.0,0.0184,0,1,0,1,0.012,0.006,0.0147,0.0184,10000.010085,0.0147,0.0166,0.0184,0.0207,0.0207,False,False,0,0.0147,0.006,0.0184,0.00996
PHA,PHA/USDT,phausdt,4,6,0,0.115284,0.199651,1,2,1,1,0.152925,0.121601,0.114466,0.139778,0.139778,0.114466,0.114466,0.12006,0.256222,0.256222,True,False,1,0.139778,0.114466,0.152925,0.124059
LQTY,LQTY/USDT,lqtyusdt,4,4,2,0.0,1.2637,1,0,1,0,2.0005,1.2641,0.9008,1.2637,10001.0521,-9998.4239,1.4555,1.2637,1.8726,1.8726,False,False,1,0.9008,0.9008,2.0005,1.5886
LBA,LBA/USDT,lbausdt,4,6,0,0.000987,0.003011,1,0,1,0,0.001622,0.001011,0.000987,0.001198,0.001198,-9999.998738,0.000987,0.001198,0.002618,0.002618,False,False,1,0.000817,0.000987,0.001622,0.001306
MC,MC/USDT,mcusdt,4,4,1,0.0,1.5159,0,1,0,1,1.2672,0.9785,1.25,1.5159,10001.0451,1.25,1.5001,1.5159,2.0052,2.0052,False,False,0,1.25,0.9785,1.5159,1.04
RAD,RAD/USDT,radusdt,4,4,2,1.8903,4.4795,1,2,1,1,2.0218,1.9352,1.8929,2.1405,2.1405,1.8929,1.8929,2.1405,4.5351,4.5351,True,True,1,2.459,1.8929,2.0218,1.9796
LET,LET/USDT,letusdt,4,6,1,0.00136,0.001679,1,2,1,1,0.001999,0.000896,0.000821,0.001679,10000.0009,0.000821,0.001411,0.001679,0.002067,0.002067,False,False,1,0.000821,0.000821,0.001999,0.001233
GODS,GODS/USDT,godsusdt,4,4,2,0.0,0.3964,1,0,1,1,0.9768,0.632,0.3219,0.3964,10000.3435,-9999.2939,0.3465,0.3964,1.017,1.017,False,False,1,0.3219,0.3219,0.9768,0.7129
FTT,FTT/USDT,fttusdt,4,4,1,29.9514,32.6228,0,1,0,1,31.4014,29.235,30.8019,32.6228,10030.0461,30.8019,30.8019,32.6228,41.1897,41.1897,False,False,0,32.811,29.235,32.6228,29.889
BCH*(-3),BCH*(-3)/USDT,bch3susdt,4,8,0,2.271e-05,0.0,2,1,0,1,4.53e-05,1.873e-05,2.271e-05,5.761e-05,5.761e-05,-9999.99995486,2.271e-05,1.286e-05,1.286e-05,1.286e-05,False,False,0,5.761e-05,1.873e-05,5.761e-05,3.18e-05
POLC,POLC/USDT,polcusdt,4,4,2,0.0,0.1033,2,1,1,2,0.0856,0.0825,0.056,0.1137,0.1137,-9999.8986,0.1975,0.1033,0.1975,0.1975,False,False,0,0.056,0.0825,0.1137,0.0831
SMT,SMT/USDT,smtusdt,4,6,1,0.0,0.003727,1,2,1,0,0.002648,0.002047,0.001909,0.002564,0.002564,0.001909,0.001909,0.002564,0.005274,0.005274,True,True,1,0.001706,0.001909,0.002648,0.002262
CVX,CVX/USDT,cvxusdt,4,4,1,0.0,22.1979,0,1,0,1,9.944,9.5778,18.4459,22.1979,10009.944,18.4459,22.3571,22.1979,25.7002,25.7002,False,False,0,18.4459,9.5778,22.1979,9.6316
HUNT,HUNT/USDT,huntusdt,4,4,1,0.0,0.5071,2,1,1,0,0.4979,0.4573,0.4149,0.5111,0.5111,0.4149,0.4605,0.5111,0.8123,0.8123,False,True,0,0.4149,0.4573,0.5111,0.4735
UPI,UPI/USDT,upiusdt,4,4,2,0.0,0.035,1,0,1,0,0.0531,0.021,0.0141,0.035,10000.0172,-9999.9701,0.0538,0.035,0.0547,0.0547,False,False,1,0.0141,0.0141,0.0531,0.0333
MGG,MGG/USDT,mggusdt,4,6,1,0.0,0.037441,1,2,1,1,0.032597,0.016374,0.012361,0.037441,10000.022978,0.012361,0.030078,0.037441,0.030024,0.030024,False,False,1,0.012361,0.012361,0.032597,0.022988
WAR,WAR/USDT,warusdt,4,4,1,0.0209,0.0295,0,1,0,1,0.0177,0.0121,0.019,0.0295,10000.0129,0.019,0.0209,0.0295,0.0329,0.0329,False,False,0,0.027,0.0121,0.0295,0.0129
GQ,GQ/USDT,gqusdt,4,6,2,0.011292,0.013029,0,1,1,1,0.008423,0.006139,0.011292,0.018143,10000.007785,-9999.984,0.011292,0.013029,0.028576,0.028576,False,False,0,0.018143,0.006139,0.018143,0.007527
ONIT,ONIT/USDT,onitusdt,4,4,1,0.0,0.1446,1,2,1,1,0.0755,0.0475,0.0232,0.1446,10000.0475,0.0232,0.1454,0.1446,0.1377,0.1377,False,False,1,0.0232,0.0232,0.0755,0.06
SHIB,SHIB/USDT,shibusdt,2,8,1,0.0,1.798e-05,1,2,1,0,1.438e-05,1.047e-05,9.07e-06,1.798e-05,10000.00001118,9.07e-06,2.415e-05,1.798e-05,2.415e-05,2.415e-05,False,False,1,9.07e-06,9.07e-06,1.438e-05,1.154e-05
ASTR,ASTR/USDT,astrusdt,2,6,1,0.2065,0.118278,2,1,1,1,0.060962,0.054661,0.041471,0.089925,0.089925,0.041471,0.208557,0.089925,0.206419,0.206419,False,True,0,0.041471,0.054661,0.089925,0.055254
BLZ,BLZ/USDT,blzusdt,2,4,0,0.0673,0.105,2,1,1,1,0.0788,0.0724,0.0673,0.0798,0.0798,-9999.9235,0.0673,0.0785,0.1478,0.1478,False,False,0,0.0798,0.0724,0.0798,0.077
LHB,LHB/USDT,lhbusdt,2,6,2,0.002001,0.0,0,1,0,1,0.001539,0.00119,0.002001,0.002459,10000.001422,-9999.99783,0.002001,0.00201,0.00201,0.00201,False,False,0,0.002459,0.00119,0.002459,0.001399
CAKE,CAKE/USDT,cakeusdt,4,4,2,4.3505,6.3204,2,1,1,1,4.6689,4.3369,4.287,4.6705,4.6705,4.287,4.3505,4.6705,8.0329,8.0329,False,True,0,4.7914,4.3369,4.6705,4.4762
YFII,YFII/USDT,yfiiusdt,4,4,2,1325.0,1724.7499,1,2,1,1,1450.0,860.5315,957.496,1477.6304,11068.7172,957.496,1325.0,1434.6708,1791.8298,1791.8298,False,False,1,1477.6304,957.496,1450.0,1181.4476
DYDX,DYDX/USDT,dydxusdt,4,4,1,0.0,4.6232,0,1,0,1,2.3075,1.4122,3.9822,4.6232,10001.9789,3.9822,4.2826,4.6232,4.2826,4.2826,False,False,0,3.9822,1.4122,4.6232,1.9374
AMP,AMP/USDT,ampusdt,4,6,1,0.021841,0.020339,1,2,1,1,0.014937,0.012877,0.012764,0.014725,0.014725,0.012764,0.012764,0.014725,0.021031,0.021031,True,True,1,0.009649,0.012764,0.014937,0.012961
ETC,ETC/USDT,etcusdt,4,4,1,0.0,33.0427,2,1,1,1,21.1726,19.7278,19.4179,21.2119,21.2119,19.4179,19.4179,21.2119,35.0444,35.0444,True,True,0,16.0115,19.7278,21.2119,20.1882
CUDOS,CUDOS/USDT,cudosusdt,4,6,2,0.0,0.01798,2,1,1,1,0.015731,0.009498,0.007367,0.015042,0.015042,0.007367,0.019305,0.015042,0.020253,0.020253,False,True,0,0.016561,0.009498,0.015042,0.010548
O3,O3/USDT,o3usdt,2,4,0,0.1275,0.0,1,0,0,0,0.2487,0.1882,0.1275,0.1527,0.1527,-9999.7982,0.1275,0.1527,0.3336,0.3336,False,False,1,0.0,0.1275,0.2487,0.2087
ELF,ELF/USDT,elfusdt,4,4,1,0.0,0.1967,1,2,1,2,0.1796,0.1154,0.1135,0.1967,10000.1392,0.1135,0.2303,0.1967,0.3169,0.3169,False,False,1,0.1135,0.1135,0.1796,0.1519
TRB,TRB/USDT,trbusdt,4,4,0,9.1142,14.6961,2,1,1,1,11.0953,9.8501,9.1142,11.4546,11.4546,-9989.1975,9.1142,11.1255,19.1147,19.1147,False,False,0,11.4546,9.8501,11.4546,10.2596
YEE,YEE/USDT,yeeusdt,2,6,1,0.0,0.000359,2,1,1,0,0.000266,0.00019,0.000103,0.00048,0.00048,0.000103,0.00043,0.00048,0.00043,0.00043,False,True,0,0.000103,0.00019,0.00048,0.000225
ANML,ANML/USDT,anmlusdt,4,6,1,0.0,0.00338,0,1,0,1,0.002975,0.002764,0.002883,0.00338,10000.002841,0.002883,0.016652,0.00338,0.016652,0.016652,False,False,0,0.006078,0.002764,0.00338,0.002802
1INCH,1INCH/USDT,1inchusdt,4,6,1,0.0,1.38,2,1,1,2,0.976269,0.888738,0.705548,0.985764,0.985764,0.705548,1.429778,0.985764,1.429778,1.429778,False,True,0,0.705548,0.888738,0.985764,0.922896
LUNR,LUNR/USDT,lunrusdt,4,4,2,0.0,0.0,0,1,0,0,0.54,0.2145,0.4716,0.6685,10000.3007,-9999.5846,0.4716,0.4716,0.4716,0.4716,False,False,0,0.0,0.2145,0.6685,0.2977
SNS,SNS/USDT,snsusdt,2,6,1,0.0,0.051001,2,1,1,1,0.029103,0.029103,0.029005,0.037552,0.037552,0.029005,0.057471,0.037552,0.051001,0.051001,False,True,0,0.029005,0.029103,0.037552,0.029103
GMT,GMT/USDT,gmtusdt,4,4,1,0.0,2.842,1,2,1,1,1.7553,1.123,0.8896,2.842,10001.2307,0.8896,2.375,2.842,2.375,2.375,False,False,1,0.8896,0.8896,1.7553,1.3414
1SOL,1SOL/USDT,1solusdt,4,4,1,0.0,0.1087,1,2,1,0,0.1134,0.0851,0.085,0.1087,10000.0882,0.085,0.123,0.1087,0.2713,0.2713,False,False,1,0.085,0.085,0.1134,0.106
